0000, 00
0926, 01
0927, 01
0928, 01
1000, 01
1091, 01
1090, 01
1357, 01
1361, 01
1362, 01
1386, 01
1380, 01
1381, 01
1407, 01
1412, 01
1413, 01
1008, 02
1010, 02
1009, 02
1099, 02
1096, 02
1095, 02
1092, 02
1089, 02
2011, 02
2012, 02
2013, 02
1011, 02
1012, 02
1013, 02
1014, 02
1024, 02
1350, 02
1025, 02
1370, 02
1400, 02
2500, 02
1009, 02
1919, 02
1003, 02
1004, 02
3333, 02
0701, 03
0700, 03
1017, 03
1018, 03
1364, 03
1383, 03
1365, 03
1415, 03
1245, 03
0702, 04
0703, 04
0704, 04
1098, 04
1097, 04
0706, 04
1351, 04
1352, 04
0707, 04
1371, 04
1372, 04
1401, 04
1402, 04
0703, 04
1006, 05
1019, 05
1022, 05
1005, 05
1021, 05
1007, 05
1020, 05
1023, 05
1355, 05
1356, 05
1358, 05
1359, 05
1360, 05
1385, 05
1377, 05
1378, 05
1379, 05
1405, 05
1410, 05
1411, 05
1015, 06
1016, 06
1353, 06
1354, 06
1373, 06
1374, 06
1408, 06
1409, 06
1026, 07
1026, 07
1027, 07
1087, 08
1188, 08
1189, 08
1190, 08
1384, 08
1375, 08
1403, 08
1404, 08
1028, 08
4545, 08
0708, 09
4544, 09
4546, 09
9055, 09
4547, 09
1001, 10
1002, 10
2008, 10
0801, 11
0802, 11
1101, 11
1093, 11
1088, 11
2121, 11
1363, 11
1382, 11
1406, 11
1414, 11
0301, 12
2930, 13
